Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
Euro Area,Economic Optimism Index,1988-09-30T00:00:00,110.6,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1988-10-31T00:00:00,112.7,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1988-11-30T00:00:00,111.9,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1988-12-31T00:00:00,111.7,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1989-01-31T00:00:00,111.4,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1989-02-28T00:00:00,111.7,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1989-03-31T00:00:00,110.8,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1989-04-30T00:00:00,110.7,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1989-05-31T00:00:00,111,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1989-06-30T00:00:00,113,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1989-07-31T00:00:00,113.1,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1989-08-31T00:00:00,112.4,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1989-09-30T00:00:00,112.3,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1989-10-31T00:00:00,112.3,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1989-11-30T00:00:00,113.1,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1989-12-31T00:00:00,113.1,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1990-01-31T00:00:00,112.3,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1990-02-28T00:00:00,110.9,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1990-03-31T00:00:00,111.6,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1990-04-30T00:00:00,111.1,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1990-05-31T00:00:00,109.7,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1990-06-30T00:00:00,109.8,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1990-07-31T00:00:00,109.5,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1990-08-31T00:00:00,109.1,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1990-09-30T00:00:00,107.1,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1990-10-31T00:00:00,104.6,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1990-11-30T00:00:00,105.1,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1990-12-31T00:00:00,104.8,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1991-01-31T00:00:00,100,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1991-02-28T00:00:00,97,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1991-03-31T00:00:00,96.6,Monthly,EUROAREAECOOPTIND,2024-02-28T10:15:00
Euro Area,Economic Optimism Index,1991-04-30T00:00:00,96.1,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1991-05-31T00:00:00,96.3,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1991-06-30T00:00:00,95.8,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1991-07-31T00:00:00,93.8,Monthly,EUROAREAECOOPTIND,2023-03-30T11:08:00
Euro Area,Economic Optimism Index,1991-08-31T00:00:00,94.1,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1991-09-30T00:00:00,93.8,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1991-10-31T00:00:00,93.7,Monthly,EUROAREAECOOPTIND,2023-03-30T11:08:00
Euro Area,Economic Optimism Index,1991-11-30T00:00:00,94.2,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1991-12-31T00:00:00,93.7,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1992-01-31T00:00:00,92.5,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1992-02-29T00:00:00,93.8,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1992-03-31T00:00:00,92,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1992-04-30T00:00:00,89.7,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1992-05-31T00:00:00,89.6,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1992-06-30T00:00:00,88.8,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1992-07-31T00:00:00,86,Monthly,EUROAREAECOOPTIND,2024-02-28T10:15:00
Euro Area,Economic Optimism Index,1992-08-31T00:00:00,84.2,Monthly,EUROAREAECOOPTIND,2024-02-28T10:15:00
Euro Area,Economic Optimism Index,1992-09-30T00:00:00,80.7,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1992-10-31T00:00:00,77,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1992-11-30T00:00:00,74.4,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1992-12-31T00:00:00,74,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1993-01-31T00:00:00,71.6,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1993-02-28T00:00:00,72.9,Monthly,EUROAREAECOOPTIND,2024-02-28T10:15:00
Euro Area,Economic Optimism Index,1993-03-31T00:00:00,73,Monthly,EUROAREAECOOPTIND,2024-02-28T10:15:00
Euro Area,Economic Optimism Index,1993-04-30T00:00:00,73.3,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1993-05-31T00:00:00,74.2,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1993-06-30T00:00:00,72.5,Monthly,EUROAREAECOOPTIND,2022-09-29T09:26:00
Euro Area,Economic Optimism Index,1993-07-31T00:00:00,71.9,Monthly,EUROAREAECOOPTIND,2024-02-28T10:15:00
Euro Area,Economic Optimism Index,1993-08-31T00:00:00,73.9,Monthly,EUROAREAECOOPTIND,2024-02-28T10:15:00
Euro Area,Economic Optimism Index,1993-09-30T00:00:00,76,Monthly,EUROAREAECOOPTIND,2024-02-28T10:15:00
Euro Area,Economic Optimism Index,1993-10-31T00:00:00,77.1,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1993-11-30T00:00:00,80,Monthly,EUROAREAECOOPTIND,2023-03-30T11:08:00
Euro Area,Economic Optimism Index,1993-12-31T00:00:00,81.2,Monthly,EUROAREAECOOPTIND,2024-02-28T10:15:00
Euro Area,Economic Optimism Index,1994-01-31T00:00:00,83,Monthly,EUROAREAECOOPTIND,2023-03-30T11:08:00
Euro Area,Economic Optimism Index,1994-02-28T00:00:00,86.3,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1994-03-31T00:00:00,88.9,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1994-04-30T00:00:00,93,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1994-05-31T00:00:00,94.7,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1994-06-30T00:00:00,95.9,Monthly,EUROAREAECOOPTIND,2024-02-28T10:15:00
Euro Area,Economic Optimism Index,1994-07-31T00:00:00,98.8,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1994-08-31T00:00:00,100.3,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1994-09-30T00:00:00,103,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1994-10-31T00:00:00,104.7,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1994-11-30T00:00:00,104.5,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1994-12-31T00:00:00,104.9,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1995-01-31T00:00:00,104.1,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1995-02-28T00:00:00,104.6,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1995-03-31T00:00:00,102.7,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1995-04-30T00:00:00,105.6,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1995-05-31T00:00:00,104.6,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1995-06-30T00:00:00,104.6,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1995-07-31T00:00:00,104.9,Monthly,EUROAREAECOOPTIND,2024-02-28T10:15:00
Euro Area,Economic Optimism Index,1995-08-31T00:00:00,102,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1995-09-30T00:00:00,101.1,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1995-10-31T00:00:00,99.5,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1995-11-30T00:00:00,96.7,Monthly,EUROAREAECOOPTIND,2023-03-30T11:08:00
Euro Area,Economic Optimism Index,1995-12-31T00:00:00,95.3,Monthly,EUROAREAECOOPTIND,2024-02-28T10:15:00
Euro Area,Economic Optimism Index,1996-01-31T00:00:00,95,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1996-02-29T00:00:00,92.2,Monthly,EUROAREAECOOPTIND,2024-02-28T10:15:00
Euro Area,Economic Optimism Index,1996-03-31T00:00:00,91.9,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1996-04-30T00:00:00,91.8,Monthly,EUROAREAECOOPTIND,2024-02-28T10:15:00
Euro Area,Economic Optimism Index,1996-05-31T00:00:00,91.5,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1996-06-30T00:00:00,92.1,Monthly,EUROAREAECOOPTIND,2023-01-30T10:32:00
Euro Area,Economic Optimism Index,1996-07-31T00:00:00,92.3,Monthly,EUROAREAECOOPTIND,2024-02-28T10:15:00
Euro Area,Economic Optimism Index,1996-08-31T00:00:00,94.5,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1996-09-30T00:00:00,95.7,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1996-10-31T00:00:00,98.4,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1996-11-30T00:00:00,98.6,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1996-12-31T00:00:00,99.1,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1997-01-31T00:00:00,100,Monthly,EUROAREAECOOPTIND,2024-02-28T10:15:00
Euro Area,Economic Optimism Index,1997-02-28T00:00:00,101.5,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1997-03-31T00:00:00,102.1,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1997-04-30T00:00:00,101.7,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1997-05-31T00:00:00,104.3,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1997-06-30T00:00:00,104.6,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1997-07-31T00:00:00,105.2,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1997-08-31T00:00:00,106.5,Monthly,EUROAREAECOOPTIND,2024-02-28T10:15:00
Euro Area,Economic Optimism Index,1997-09-30T00:00:00,108.3,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1997-10-31T00:00:00,108.7,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1997-11-30T00:00:00,109.9,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1997-12-31T00:00:00,110.7,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1998-01-31T00:00:00,110.6,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1998-02-28T00:00:00,111.6,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1998-03-31T00:00:00,112.9,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1998-04-30T00:00:00,110.1,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1998-05-31T00:00:00,110.4,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1998-06-30T00:00:00,112.1,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1998-07-31T00:00:00,111.7,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1998-08-31T00:00:00,111.6,Monthly,EUROAREAECOOPTIND,2024-02-28T10:15:00
Euro Area,Economic Optimism Index,1998-09-30T00:00:00,109.8,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1998-10-31T00:00:00,107.6,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1998-11-30T00:00:00,108.5,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1998-12-31T00:00:00,108.2,Monthly,EUROAREAECOOPTIND,2024-02-28T10:15:00
Euro Area,Economic Optimism Index,1999-01-31T00:00:00,104.7,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1999-02-28T00:00:00,105.3,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1999-03-31T00:00:00,104.7,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1999-04-30T00:00:00,102.1,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1999-05-31T00:00:00,103.4,Monthly,EUROAREAECOOPTIND,2023-01-30T10:32:00
Euro Area,Economic Optimism Index,1999-06-30T00:00:00,104.8,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1999-07-31T00:00:00,104.8,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1999-08-31T00:00:00,106.2,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1999-09-30T00:00:00,108.6,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1999-10-31T00:00:00,112.2,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1999-11-30T00:00:00,114.2,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,1999-12-31T00:00:00,114.5,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,2000-01-31T00:00:00,114.7,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,2000-02-29T00:00:00,117.5,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,2000-03-31T00:00:00,118.4,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,2000-04-30T00:00:00,116.2,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,2000-05-31T00:00:00,117.5,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,2000-06-30T00:00:00,115.5,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,2000-07-31T00:00:00,116.1,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,2000-08-31T00:00:00,116.7,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,2000-09-30T00:00:00,114.3,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,2000-10-31T00:00:00,115.5,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,2000-11-30T00:00:00,114.7,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,2000-12-31T00:00:00,114,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,2001-01-31T00:00:00,113.2,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,2001-02-28T00:00:00,109.9,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,2001-03-31T00:00:00,107.9,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,2001-04-30T00:00:00,104.7,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,2001-05-31T00:00:00,102.5,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,2001-06-30T00:00:00,102.1,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,2001-07-31T00:00:00,101.6,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,2001-08-31T00:00:00,99.8,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,2001-09-30T00:00:00,95.9,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,2001-10-31T00:00:00,92.4,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,2001-11-30T00:00:00,90.1,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,2001-12-31T00:00:00,93.1,Monthly,EUROAREAECOOPTIND,2024-03-27T10:17:00
Euro Area,Economic Optimism Index,2002-01-31T00:00:00,95.8,Monthly,EUROAREAECOOPTIND,2023-01-30T10:32:00
Euro Area,Economic Optimism Index,2002-02-28T00:00:00,96.7,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,2002-03-31T00:00:00,98.6,Monthly,EUROAREAECOOPTIND,2024-02-28T10:15:00
Euro Area,Economic Optimism Index,2002-04-30T00:00:00,97.8,Monthly,EUROAREAECOOPTIND,2023-03-30T11:08:00
Euro Area,Economic Optimism Index,2002-05-31T00:00:00,98.4,Monthly,EUROAREAECOOPTIND,2024-03-27T10:17:00
Euro Area,Economic Optimism Index,2002-06-30T00:00:00,96.3,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,2002-07-31T00:00:00,94.9,Monthly,EUROAREAECOOPTIND,2023-01-30T10:32:00
Euro Area,Economic Optimism Index,2002-08-31T00:00:00,92.7,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,2002-09-30T00:00:00,94.2,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
Euro Area,Economic Optimism Index,2002-10-31T00:00:00,92.3,Monthly,EUROAREAECOOPTIND,2024-01-30T11:09:00
